"commune_code_insee","unite_cu"
"40323","1555"
"40324","1573"
"40325","1594"
"40326","1569"
"40327","1557"
"40328","1578"
"40329","1596"
"40330","1575"
"40331","1598"
"40332","1582"
"40333","1585"
"40334","1566"
"41001","5566"
"41002","5546"
"41003","14100845"
"41004","5564"
"41006","5544"
"41007","5566"
"41008","5545"
"41009","5543"
"41010","5564"
"41012","5563"
"41013","9070"
"41014","5563"
"41016","5558"
"41017","5549"
"41018","14100841"
"41018","14100844"
"41019","5544"
"41020","5567"
"41022","5562"
"41024","5562"
"41025","9070"
"41026","5565"
"41027","5544"
"41028","5565"
"41029","5548"
"41030","5567"
"41031","5542"
"41032","5542"
"41034","9070"
"41035","5543"
"41036","5554"
"41037","5568"
"41038","5555"
"41039","5545"
"41040","5543"
"41041","5562"
"41042","5550"
"41043","5550"
"41044","5555"
"41045","5548"
"41046","5554"
"41047","14100841"
"41048","5562"
"41049","5541"
"41050","5542"
"41051","5546"
"41052","5542"
"41053","5563"
"41054","5541"
"41055","5548"
"41057","5544"
"41058","5544"
"41059","5541"
"41060","5563"
"41061","5542"
"41062","5541"
"41063","5550"
"41065","5568"
"41066","5545"
"41067","5542"
"41068","60052"
"41069","5545"
"41070","5564"
"41071","5545"
"41072","5568"
"41073","5565"
"41074","5556"
"41075","5562"
"41077","5568"
"41078","5563"
"41079","5564"
"41080","5546"
"41081","5568"
"41083","5556"
"41084","5557"
"41085","5545"
"41086","9070"
"41087","5567"
"41088","5562"
"41089","5562"
"41090","5567"
"41091","5543"
"41093","5543"
"41094","5541"
"41095","5565"
"41096","5562"
"41097","5558"
"41098","5566"
"41099","5558"
"41100","5564"
"41101","5543"
"41102","5564"
"41103","5566"
"41104","9070"
"41105","5544"
"41106","5554"
"41107","5566"
"41108","5543"
"41109","5543"
"41110","5555"
"41112","5558"
"41113","5564"
"41114","5545"
"41115","5565"
"41116","5565"
"41118","60052"
"41119","5544"
"41120","5567"
"41121","5544"
"41122","5555"
"41123","5544"
"41124","5566"
"41125","5556"
"41126","5550"
"41127","5556"
"41128","5543"
"41129","5545"
"41130","5545"
"41131","5564"
"41132","5550"
"41134","5545"
"41135","5555"
"41136","5545"
"41137","5548"
"41138","14100845"
"41139","5550"
"41140","60052"
"41141","5549"
"41142","5543"
"41143","5563"
"41144","5548"
"41145","5541"
"41146","5546"
"41147","5542"
"41148","9070"
"41149","5564"
"41150","9070"
"41151","5546"
"41152","5556"
"41153","5564"
"41154","5565"
"41155","5545"
"41156","5545"
"41157","60052"
"41158","14100845"
"41159","5556"
"41160","9070"
"41161","5554"
"41163","5566"
"41164","5550"
"41166","5541"
"41167","5548"
"41168","5557"
"41171","5544"
"41172","5549"
"41173","5549"
"41174","5568"
"41175","5565"
"41176","5557"
"41177","5563"
"41178","5544"
"41179","5562"
"41180","5546"
"41181","5550"
"41182","5568"
"41184","5566"
"41185","5558"
"41186","5565"
"41187","5565"
"41188","5568"
"41189","5548"
"41190","5568"
"41191","5544"
"41192","5564"
"41193","5562"
"41194","60052"
"41195","5558"
"41196","5562"
"41198","5550"
"41199","5566"
"41200","5566"
"41201","5564"
"41203","5543"
"41204","9070"
"41205","5543"
"41206","5545"
"41207","5545"
"41208","5543"
"41209","5565"
"41211","5546"
"41212","14100841"
"41213","5566"
"41214","5565"
"41215","5564"
"41216","5565"
"41217","5546"
"41218","5555"
"41219","5544"
"41220","5545"
"41221","5544"
"41222","5555"
"41223","5543"
"41224","5563"
"41225","5564"
"41226","14100845"
"41228","5564"
"41229","5550"
"41230","5543"
"41231","5556"
"41232","5557"
"41233","5541"
"41234","5543"
"41235","5563"
"41236","5566"
"41237","5541"
"41238","5567"
"41239","5550"
"41241","5557"
"41242","5558"
"41243","5568"
"41245","5544"
"41246","5542"
"41247","5541"
"41248","5563"
"41249","5557"
"41250","5567"
"41251","5554"
"41252","5545"
"41253","5544"
"41254","5563"
"41255","5564"
"41256","5557"
"41258","5550"
"41259","5564"
"41260","5545"
"41261","5568"
"41262","9070"
"41265","5564"
"41266","5548"
"41267","5546"
"41268","60052"
"41269","14100845"
"41271","60052"
"41273","5544"
"41274","5564"
"41275","5565"
"41276","5543"
"41277","5562"
"41278","5566"
"41279","5564"
"41280","5555"
"41281","5543"
"41282","60052"
"41283","5568"
"41284","5544"
"41285","5556"
"41286","5566"
"41287","5566"
"41288","5545"
"41289","5549"
"41290","5568"
"41291","5568"
"41292","5545"
"41293","5566"
"41294","5564"
"41295","14100841"
"41296","5554"
"41297","5554"
"42001","2835"
"42002","2829"
"42003","28101"
"42005","2828"
"42006","2835"
"42007","2852"
"42008","28101"
"42009","2829"
"42010","2836"
"42011","2851"
"42012","2827"
"42013","2832"
"42014","2852"
"42015","2852"
"42016","2853"
"42017","2821"
"42018","2844"
"42019","2829"
"42020","2832"
"42021","2838"
"42022","2828"
"42023","2842"
"42025","2853"
"42026","2853"
"42027","2856"
"42028","2842"
"42029","2851"
"42030","2829"
"42031","14200818"
"42032","21251"
"42033","2852"
"42034","2833"
"42035","2829"
"42036","21251"
"42037","2827"
"42038","2832"
"42039","2837"
"42040","2833"
"42041","2831"
"42042","9711"
"42043","2836"
"42044","14200818"
"42045","2833"
"42046","2827"
"42047","2858"
"42048","2853"
"42049","2855"
"42050","2838"
"42051","2844"
"42052","2853"
"42053","14200835"
"42054","2827"
"42055","2830"
"42056","2844"
"42058","2838"
"42059","2830"
"42060","2838"
"42061","2858"
"42062","2830"
"42063","2859"
"42064","2844"
"42065","2831"
"42066","2831"
"42067","2842"
"42068","2850"
"42069","28075"
"42070","28075"
"42071","14200830"
"42072","2833"
"42073","2831"
"42074","2850"
"42075","2828"
"42076","2858"
"42077","2859"
"42078","2855"
"42079","2852"
"42081","2836"
"42083","21251"
"42084","2829"
"42085","21251"
"42086","2852"
"42087","2827"
"42088","2831"
"42089","2827"
"42090","2831"
"42091","2835"
"42092","2822"
"42093","21251"
"42094","2831"
"42095","14200818"
"42096","2822"
"42097","2818"
"42098","2859"
"42099","14200818"
"42100","2830"
"42101","2842"
"42102","2830"
"42103","14200835"
"42104","2852"
"42105","2827"
"42106","2856"
"42107","2838"
"42108","2832"
"42109","2829"
"42110","14200835"
"42112","2853"
"42113","2831"
"42115","2821"
"42116","2858"
"42117","2838"
"42118","2859"
"42119","2829"
"42120","28075"
"42121","2827"
"42122","2827"
"42123","14200835"
"42124","2844"
"42125","2856"
"42126","2835"
"42127","14200830"
"42128","2859"
"42129","2844"
"42130","2832"
"42131","2853"
"42132","2844"
"42133","2822"
"42134","2829"
"42135","2832"
"42136","2829"
"42137","2838"
"42138","2830"
"42139","2821"
"42140","2838"
"42141","2853"
"42142","2835"
"42143","2831"
"42145","2850"
"42146","2838"
"42147","2827"
"42148","2831"
"42149","2832"
"42150","2829"
"42151","2827"
"42152","2853"
"42153","2859"
"42154","2851"
"42155","2831"
"42156","2851"
"42157","2855"
"42158","28101"
"42159","2833"
"42160","2856"
"42161","2850"
"42162","28075"
"42163","2855"
"42164","2837"
"42165","2831"
"42166","28075"
"42167","21251"
"42168","2844"
"42169","9711"
"42170","14200830"
"42171","2851"
"42172","2821"
"42173","2856"
"42174","2831"
"42175","2831"
"42176","28101"
"42177","2853"
"42178","2859"
"42179","2827"
"42180","2827"
"42181","2859"
"42182","28101"
"42183","14200818"
"42184","14200830"
"42185","2836"
"42186","14200835"
"42187","14200830"
"42188","2827"
"42189","14200823"
"42191","2844"
"42192","2835"
"42193","2831"
"42194","2855"
"42195","2837"
"42196","2851"
"42197","2829"
"42198","28101"
"42199","28101"
"42200","2832"
"42201","2844"
"42202","2831"
"42203","2855"
"42204","2835"
"42205","2837"
"42206","2836"
"42207","14200835"
"42208","2822"
"42209","2851"
"42210","21251"
"42211","2828"
"42212","2859"
"42213","2851"
"42214","2831"
"42215","2853"
"42216","2830"
"42217","2833"
"42218","14200823"
"42219","2829"
"42220","2855"
"42221","2829"
"42222","2836"
"42223","14200823"
"42224","2821"
"42225","14200835"
"42226","2856"
"42227","2837"
"42228","2838"
"42229","2852"
"42230","2856"
"42231","2855"
"42232","28101"
"42233","28101"
"42234","2822"
"42235","2835"
"42236","2853"
"42237","14200823"
"42238","2833"
"42239","28075"
"42240","2838"
"42241","2851"
"42242","21251"
"42243","2856"
"42245","2833"
"42246","2842"
"42247","2837"
"42248","2858"
"42249","2859"
"42251","2831"
"42252","2829"
"42253","28101"
"42254","2851"
"42255","2858"
"42256","9711"
"42257","2855"
"42259","14200835"
"42260","2856"
"42261","2831"
"42262","2835"
"42264","2830"
"42265","2844"
"42266","2835"
"42267","2853"
"42268","2856"
"42269","2827"
"42270","14200818"
"42271","21251"
"42272","2844"
"42273","2853"
"42274","2856"
"42275","14200823"
"42276","2858"
"42277","2859"
"42278","2833"
"42279","9711"
"42280","2821"
"42281","28101"
"42282","2858"
"42283","21251"
"42284","28101"
"42285","2827"
"42286","2821"
"42287","2842"
"42288","2829"
"42289","2859"
"42290","2827"
"42293","2859"
"42294","2850"
"42295","2833"
"42296","2831"
"42297","2831"
"42298","2837"
"42299","2827"
"42300","2852"
"42301","2838"
"42302","2823"
"42303","2856"
"42304","2828"
"42305","14200823"
"42306","2821"
"42307","21251"
"42308","21251"
"42310","2842"
"42311","2823"
"42312","2835"
"42313","2829"
"42314","2858"
"42315","2832"
"42316","14200818"
"42317","2855"
"42318","2835"
"42319","2831"
"42320","21251"
"42321","2833"
"42322","21251"
"42323","2836"
"42324","2828"
"42325","2859"
"42326","2844"
"42327","2844"
"42328","2827"
"42329","2842"
"42330","14200823"
"42331","28075"
"42332","28075"
"42333","2853"
"42334","2851"
"42335","2830"
"42336","2830"
"42337","2855"
"42338","2850"
"42339","2858"
"43001","3156"
"43002","14300300"
"43003","3140"
"43004","3146"
"43005","3142"
"43006","3161"
"43007","3168"
"43008","3142"
"43009","3161"
"43010","3146"
"43011","3161"
"43012","7801"
"43013","3160"
"43014","3157"
"43015","3160"
"43016","3165"
"43017","3165"
"43018","3141"
"43019","3148"
"43020","3169"
"43021","3149"
"43022","3156"
"43023","3143"
"43024","3168"
"43025","3169"
"43026","3152"
"43027","3158"
"43028","3168"
"43029","3160"
"43030","3152"
"43031","3161"
"43032","3149"
"43033","3157"
"43034","3169"
"43035","3158"
"43036","3145"
"43037","3142"
"43038","3165"
"43039","3142"
"43040","3156"
"43041","14300300"
"43042","3142"
"43043","3140"
"43044","3161"
"43045","3141"
"43046","14300300"
"43047","3146"
"43048","3158"
"43049","3153"
"43050","3157"
"43051","3176"
"43052","3156"
"43053","3144"
"43054","3150"
"43055","3163"
"43056","3160"
"43057","3140"
"43058","7801"
"43059","3158"
"43060","3160"
"43061","3149"
"43062","3145"
"43063","3163"
"43064","3156"
"43065","3161"
"43066","3144"
"43067","3163"
"43068","3160"
"43069","3176"
"43070","3161"
"43071","3143"
"43072","3163"
"43073","3158"
"43074","3156"
"43075","3163"
"43076","3158"
"43077","3142"
"43078","3146"
"43079","3163"
"43080","3143"
"43082","3161"
"43083","3150"
"43084","3141"
"43085","3160"
"43086","3163"
"43087","3172"
"43088","3157"
"43089","14300300"
"43090","3150"
"43091","3144"
"43092","3144"
"43093","3158"
"43094","3161"
"43095","3140"
"43096","3156"
"43097","3146"
"43098","3146"
"43099","3165"
"43100","3163"
"43101","3142"
"43102","3168"
"43103","3157"
"43104","3150"
"43105","3163"
"43106","3163"
"43107","3163"
"43108","3143"
"43109","3148"
"43110","3156"
"43111","3142"
"43112","3160"
"43113","3151"
"43114","3172"
"43115","3146"
"43116","3156"
"43117","3156"
"43118","3161"
"43119","3153"
"43120","3165"
"43121","3157"
"43122","3152"
"43123","3157"
"43124","3145"
"43125","3157"
"43126","3149"
"43127","7801"
"43128","3158"
"43129","3176"
"43130","3176"
"43131","3163"
"43132","3160"
"43133","3161"
"43134","3149"
"43135","3146"
"43136","3141"
"43137","3169"
"43138","3140"
"43139","3163"
"43140","3149"
"43141","3172"
"43142","3172"
"43143","3151"
"43144","3146"
"43145","3142"
"43147","3156"
"43148","3163"
"43149","3160"
"43150","3151"
"43151","3160"
"43152","3152"
"43153","3174"
"43154","3148"
"43155","3160"
"43156","3146"
"43157","14300300"
"43158","3151"
"43159","3172"
"43160","3148"
"43162","3173"
"43163","3172"
"43164","3153"
"43165","3149"
"43166","3173"
"43167","3160"
"43168","3148"
"43169","3161"
"43170","3157"
"43171","3160"
"43172","3172"
"43173","3142"
"43174","3141"
"43175","3161"
"43177","3174"
"43178","3163"
"43180","3148"
"43181","3149"
"43182","3157"
"43183","3163"
"43184","3174"
"43185","3165"
"43186","3144"
"43187","3152"
"43188","3163"
"43189","3143"
"43190","3151"
"43191","3157"
"43192","3142"
"43193","3156"
"43194","3151"
"43195","3161"
"43196","3143"
"43197","3145"
"43198","3141"
"43199","3176"
"43200","3151"
"43201","3143"
"43202","3160"
"43203","3168"
"43204","3172"
"43205","3174"
"43206","3156"
"43207","3156"
"43208","3163"
"43210","3146"
"43211","3168"
"43212","3169"
"43213","3175"
"43214","3158"
"43215","3148"
"43216","3152"
"43217","3153"
"43218","3151"
"43219","3163"
"43220","3141"
"43221","3141"
"43222","3161"
"43223","3175"
"43224","3175"
"43225","3142"
"43226","3156"
"43227","3174"
"43228","3143"
"43229","3145"
"43230","3153"
"43231","3146"
"43232","3163"
"43233","3141"
"43234","3150"
"43236","3174"
"43237","3158"
"43238","3141"
"43239","3160"
"43240","3173"
"43241","3142"
"43242","3160"
"43244","3176"
"43245","3150"
"43246","3169"
"43247","3157"
"43249","3169"
"43250","3163"
"43251","14300300"
"43252","3140"
"43253","3144"
"43254","3145"
"43256","3150"
"43257","3141"
"43258","3165"
"43259","3140"
"43260","3145"
"43261","3165"
"43262","3156"
"43263","3148"
"43264","3161"
"43265","3175"
"43267","3153"
"43268","3168"
"44001","1146"
"44002","1118"
"44003","1132"
"44005","1155"
"44006","1169"
"44007","1148"
"44009","15639"
"44010","1166"
"44012","1152"
"44013","1171"
"44014","1118"
"44015","1141"
"44016","1133"
"44018","1119"
"44019","1175"
"44020","5600"
"44021","1152"
"44022","1121"
"44023","1141"
"44024","1119"
"44025","1175"
"44026","1120"
"44027","1145"
"44028","1134"
"44029","1133"
"44030","1169"
"44031","1144"
"44032","1128"
"44033","1175"
"44035","2784"
"44036","1140"
"44037","1129"
"44038","1158"
"44039","1154"
"44041","1125"
"44043","1121"
"44044","1143"
"44045","1173"
"44046","1151"
"44047","1165"
"44048","1134"
"44049","1166"
"44050","1171"
"44051","1142"
"44052","1170"
"44053","1174"
"44054","1140"
"44055","14400984"
"44056","1141"
"44057","1148"
"44058","1140"
"44061","1151"
"44062","1141"
"44063","1121"
"44064","1121"
"44065","1144"
"44066","2784"
"44067","1143"
"44068","1174"
"44069","1168"
"44070","15639"
"44071","15639"
"44072","1169"
"44073","1145"
"44074","1165"
"44075","1144"
"44076","1142"
"44077","1135"
"44078","1140"
"44079","1133"
"44080","1175"
"44081","1123"
"44082","1134"
"44083","1125"
"44084","1133"
"44085","1144"
"44086","1142"
"44087","1153"
"44088","1118"
"44089","1175"
"44090","1153"
"44091","1143"
"44092","1143"
"44094","1120"
"44095","1144"
"44096","1132"
"44097","1168"
"44098","1174"
"44099","1144"
"44100","1121"
"44101","1154"
"44102","1118"
"44103","1170"
"44104","1137"
"44105","1142"
"44106","1152"
"44107","1134"
"44108","1128"
"44109","14401015"
"44110","1145"
"44111","1141"
"44112","1140"
"44113","1146"
"44114","14400993"
"44115","1134"
"44116","1151"
"44117","1128"
"44118","1135"
"44119","1153"
"44120","1154"
"44121","1144"
"44122","1145"
"44123","1143"
"44124","1136"
"44125","1168"
"44126","1155"
"44127","1118"
"44128","1148"
"44129","1171"
"44130","1119"
"44131","1155"
"44132","14400984"
"44133","1157"
"44134","1132"
"44135","14400984"
"44136","1155"
"44137","1175"
"44138","1146"
"44139","1171"
"44140","1128"
"44141","1133"
"44142","1118"
"44143","14400985"
"44144","1135"
"44145","1157"
"44146","1140"
"44148","1140"
"44149","1146"
"44150","1119"
"44151","1168"
"44152","1171"
"44153","1140"
"44154","1156"
"44155","1125"
"44156","1123"
"44157","1153"
"44158","1173"
"44159","1129"
"44161","1174"
"44162","14400990"
"44163","1132"
"44164","1152"
"44165","1121"
"44166","1154"
"44168","1170"
"44169","1133"
"44170","1144"
"44171","1119"
"44172","1117"
"44173","1121"
"44174","1125"
"44175","1169"
"44176","1170"
"44178","1153"
"44179","1145"
"44180","1136"
"44182","1156"
"44183","1168"
"44184","14400992"
"44185","1148"
"44186","1157"
"44187","1158"
"44188","1125"
"44189","1171"
"44190","14400985"
"44192","1151"
"44193","1142"
"44194","1127"
"44195","1175"
"44196","1174"
"44197","1142"
"44198","1129"
"44199","1140"
"44200","1140"
"44201","2784"
"44202","1135"
"44203","1173"
"44204","1117"
"44205","1145"
"44206","1123"
"44207","1135"
"44208","1146"
"44209","2784"
"44210","1170"
"44211","1168"
"44212","1128"
"44213","1137"
"44214","1146"
"44215","1129"
"44216","1118"
"44217","1127"
"44218","1140"
"44220","1157"
"44221","1146"
"44222","1132"
"44223","1118"
"44224","1146"
"45001","5333"
"45002","5344"
"45004","14501006"
"45005","5356"
"45006","15534"
"45008","5317"
"45009","5326"
"45010","5352"
"45011","5326"
"45012","5355"
"45013","5357"
"45014","5357"
"45015","5356"
"45016","5334"
"45017","5342"
"45018","5353"
"45019","5325"
"45020","5325"
"45021","5353"
"45022","5353"
"45023","5333"
"45024","5318"
"45025","5356"
"45026","5346"
"45027","5342"
"45028","5318"
"45029","5334"
"45030","5353"
"45031","5342"
"45032","5347"
"45033","5357"
"45034","5321"
"45035","5353"
"45036","5331"
"45037","5356"
"45038","5352"
"45039","5337"
"45040","5333"
"45041","5353"
"45042","5337"
"45043","5321"
"45044","5326"
"45045","5326"
"45046","5328"
"45047","5326"
"45049","5320"
"45050","5352"
"45051","5337"
"45052","5333"
"45053","5333"
"45054","5357"
"45055","5328"
"45056","5357"
"45058","5317"
"45059","5328"
"45060","5333"
"45061","5347"
"45062","5317"
"45063","5337"
"45064","5334"
"45065","5355"
"45066","5348"
"45067","5325"
"45068","14501006"
"45069","5353"
"45070","5333"
"45072","5321"
"45073","5346"
"45074","5328"
"45075","14500998"
"45076","5343"
"45077","5344"
"45078","5342"
"45079","5344"
"45080","5356"
"45081","5325"
"45082","5320"
"45083","5343"
"45084","5320"
"45085","5344"
"45086","5326"
"45087","5334"
"45088","5356"
"45089","5321"
"45091","5347"
"45092","5342"
"45093","5317"
"45094","5347"
"45095","5326"
"45096","5331"
"45097","5343"
"45098","5322"
"45099","5328"
"45100","5321"
"45101","5320"
"45102","5343"
"45103","5345"
"45104","5345"
"45105","5344"
"45107","5348"
"45108","5331"
"45109","5325"
"45110","5353"
"45111","5326"
"45112","5348"
"45113","5346"
"45114","5345"
"45115","5346"
"45116","5318"
"45118","5326"
"45119","5352"
"45120","5333"
"45121","5344"
"45122","5337"
"45123","5324"
"45124","5357"
"45125","5357"
"45126","5321"
"45127","5347"
"45129","5343"
"45130","5322"
"45131","5357"
"45132","5353"
"45133","5355"
"45134","5325"
"45135","5356"
"45136","5346"
"45137","5352"
"45138","5333"
"45139","5352"
"45141","5333"
"45142","5320"
"45143","5333"
"45144","5324"
"45145","5347"
"45146","5323"
"45147","14500997"
"45148","5347"
"45149","5346"
"45150","5342"
"45151","5353"
"45152","5328"
"45153","5320"
"45154","5317"
"45155","5331"
"45156","5347"
"45157","5352"
"45158","5345"
"45159","5357"
"45160","5356"
"45161","5347"
"45162","5352"
"45164","5337"
"45165","5343"
"45166","5317"
"45167","5325"
"45168","5326"
"45169","14500998"
"45170","5355"
"45171","5337"
"45173","5324"
"45174","5326"
"45175","5323"
"45176","5353"
"45177","5352"
"45178","5342"
"45179","5318"
"45180","5331"
"45181","5356"
"45182","5323"
"45183","5317"
"45184","5337"
"45185","5342"
"45186","5353"
"45187","5348"
"45188","5326"
"45189","5346"
"45191","5355"
"45193","15534"
"45194","5321"
"45195","5326"
"45196","5322"
"45197","5321"
"45198","5352"
"45199","5343"
"45200","5323"
"45201","5346"
"45202","5318"
"45203","5325"
"45204","5322"
"45205","5342"
"45206","5345"
"45207","5345"
"45208","14501006"
"45209","5353"
"45210","5344"
"45212","5344"
"45213","5348"
"45214","5326"
"45215","5353"
"45216","5342"
"45217","5355"
"45218","5331"
"45219","5342"
"45220","5353"
"45222","5347"
"45223","5342"
"45224","5326"
"45225","5357"
"45226","5324"
"45227","5331"
"45228","5353"
"45229","5344"
"45230","5348"
"45231","5356"
"45232","14500996"
"45233","5357"
"45234","14500994"
"45234","14501000"
"45234","14501002"
"45235","14500997"
"45237","5357"
"45238","5333"
"45239","5348"
"45240","5356"
"45241","5324"
"45242","5344"
"45243","5342"
"45244","5337"
"45245","5333"
"45246","5355"
"45247","5342"
"45248","5328"
"45249","5347"
"45250","5346"
"45251","5334"
"45252","5352"
"45253","5352"
"45254","5331"
"45255","5345"
"45256","5348"
"45257","5344"
"45258","5357"
"45259","5342"
"45260","5355"
"45261","5326"
"45262","5328"
"45263","5355"
"45264","5325"
"45265","5346"
"45266","5317"
"45268","5337"
"45269","5325"
"45270","5337"
"45271","5331"
"45272","15534"
"45273","5324"
"45274","14500996"
"45275","5343"
"45276","5334"
"45277","5337"
"45278","5344"
"45279","5343"
"45280","5331"
"45281","5346"
"45282","5322"
"45283","5344"
"45284","14501002"
"45285","14500998"
"45286","14500996"
"45288","5353"
"45289","5326"
"45290","5320"
"45291","5331"
"45292","5344"
"45293","5342"
"45294","5353"
"45296","5328"
"45297","5337"
"45298","14500996"
"45299","5328"
"45300","15534"
"45301","5326"
"45302","14500997"
"45303","5345"
"45305","5320"
"45306","5343"
"45307","5346"
"45308","14501002"
"45309","5323"
"45310","5355"
"45311","5324"
"45312","5344"
"45313","5317"
"45314","5326"
"45315","5337"
"45316","5320"
"45317","5318"
"45320","5355"
"45321","5348"
"45322","5346"
"45323","5333"
"45324","5324"
"45325","5356"
"45326","5328"
"45327","5326"
"45328","5345"
"45329","5343"
"45330","5317"
"45331","5324"
"45332","5344"
"45333","5326"
"45334","5348"
"45335","5324"
"45336","5337"
"45337","5328"
"45338","14501006"
"45339","5342"
"45340","5337"
"45341","5328"
"45342","5326"
"45343","5345"
"45344","5318"
"45345","5342"
"45346","5320"
"45347","5326"
"45348","5352"
"46001","2295"
"46002","2306"
"46003","2314"
"46004","2306"
"46005","2295"
"46006","2319"
"46007","9268"
"46008","2299"
"46009","2308"
"46010","2293"
"46011","2309"
"46012","2306"
"46013","2293"
"46015","2303"
"46016","2318"
"46017","2309"
"46018","2316"
"46020","2294"
"46021","2305"
"46022","2295"
"46023","2293"
"46024","2304"
"46026","2293"
"46027","9268"
"46028","2323"
"46029","2304"
"46030","2314"
"46031","9268"
"46032","2292"
"46033","2298"
"46034","2306"
"46035","2308"
"46036","2306"
"46037","9268"
"46038","2304"
"46039","2308"
"46040","9268"
"46041","2305"
"46042","14600657"
"46043","2304"
"46044","2295"
"46045","2305"
"46046","2292"
"46047","2314"
"46049","2294"
"46050","2295"
"46051","2308"
"46052","2303"
"46053","2303"
"46054","2316"
"46055","2303"
"46056","2305"
"46057","2303"
"46058","2323"
"46059","2316"
"46060","2295"
"46061","2298"
"46062","2295"
"46063","2291"
"46064","2292"
"46065","2323"
"46066","2299"
"46068","2294"
"46069","2291"
"46070","2293"
"46072","2299"
"46073","2294"
"46074","2323"
"46075","2308"
"46076","2304"
"46078","2314"
"46079","9268"
"46080","2292"
"46081","9268"
"46082","2293"
"46083","2318"
"46084","2318"
"46085","2303"
"46086","2318"
"46087","2299"
"46088","2295"
"46089","2298"
"46090","2308"
"46091","2293"
"46092","9268"
"46093","2308"
"46094","2308"
"46095","14600657"
"46096","2306"
"46097","2304"
"46098","2319"
"46100","2303"
"46101","2303"
"46102","2303"
"46103","2291"
"46104","2308"
"46105","2293"
"46106","2318"
"46107","2298"
"46108","2303"
"46109","2293"
"46111","2303"
"46112","2292"
"46113","2313"
"46114","2299"
"46115","2309"
"46116","2305"
"46117","2304"
"46118","2322"
"46119","2292"
"46120","2299"
"46121","2316"
"46122","2304"
"46123","2304"
"46124","2304"
"46125","2310"
"46126","2299"
"46127","2313"
"46128","2314"
"46129","2305"
"46130","2298"
"46131","2308"
"46132","2306"
"46133","2308"
"46134","2292"
"46135","2310"
"46136","2292"
"46137","2293"
"46138","2316"
"46139","2306"
"46140","2293"
"46142","2298"
"46143","2306"
"46144","2322"
"46145","2322"
"46146","2310"
"46147","2298"
"46148","2293"
"46149","9268"
"46151","2316"
"46152","2319"
"46153","2322"
"46154","2294"
"46155","2305"
"46156","14600657"
"46157","2305"
"46159","2310"
"46160","2310"
"46161","2310"
"46162","9268"
"46163","2304"
"46164","2299"
"46165","2314"
"46167","9268"
"46168","2303"
"46169","2299"
"46170","2306"
"46171","2292"
"46172","2291"
"46173","2294"
"46174","2303"
"46175","2303"
"46176","2308"
"46177","2309"
"46178","2319"
"46179","2294"
"46180","2303"
"46181","2316"
"46182","2295"
"46183","2305"
"46184","2299"
"46185","2318"
"46186","2319"
"46187","2298"
"46188","2292"
"46189","2309"
"46190","2292"
"46191","14600657"
"46192","2322"
"46193","2314"
"46194","2313"
"46195","2306"
"46196","2313"
"46197","2293"
"46198","2305"
"46199","2298"
"46200","2299"
"46201","2296"
"46202","2293"
"46203","2306"
"46204","2316"
"46205","2292"
"46206","2296"
"46207","2303"
"46208","2318"
"46209","2319"
"46210","9268"
"46211","2292"
"46212","9268"
"46213","2314"
"46214","2295"
"46215","2319"
"46216","2313"
"46217","2291"
"46218","2298"
"46219","2299"
"46220","2322"
"46221","2303"
"46222","2299"
"46223","2292"
"46224","14600657"
"46225","2298"
"46226","2303"
"46227","2294"
"46228","2304"
"46229","2304"
"46230","2294"
"46231","2298"
"46232","2323"
"46233","2308"
"46234","2299"
"46235","2308"
"46236","2319"
"46237","2308"
"46238","2314"
"46239","2322"
"46240","2314"
"46241","2319"
"46242","2306"
"46243","2306"
"46244","2303"
"46245","9268"
"46246","2309"
"46247","2294"
"46249","2306"
"46250","2299"
"46251","2309"
"46252","9268"
"46253","2313"
"46254","2305"
"46255","2303"
"46256","9268"
"46257","2313"
"46258","2313"
"46259","2313"
"46260","2306"
"46262","2296"
"46263","2296"
"46264","2292"
"46265","2318"
"46266","2303"
"46267","2313"
"46268","9268"
"46269","2310"
"46270","2294"
"46271","2309"
"46272","2303"
"46273","2309"
"46276","2294"
"46277","2298"
"46279","2306"
"46280","2292"
"46281","2309"
"46282","2310"
"46283","2323"
"46284","2304"
"46286","2309"
"46288","2303"
"46289","2305"
"46290","2319"
"46292","2308"
"46293","2322"
"46294","2305"
"46295","2309"
"46296","2295"
"46297","2299"
"46299","9268"
"46301","2295"
"46302","2310"
"46303","9268"
"46304","2316"
"46305","2298"
"46306","2308"
"46307","2298"
"46308","2313"
"46309","2322"
"46310","2316"
"46311","2310"
"46312","2323"
"46313","2304"
"46314","2310"
"46315","2304"
"46316","2299"
"46317","2314"
"46318","2306"
"46319","2306"
"46320","9268"
"46321","2298"
"46322","2295"
"46323","2316"
"46324","2299"
"46328","2294"
"46329","2293"
"46330","2323"
"46332","2303"
"46333","2294"
"46334","2313"
"46335","2295"
"46336","2298"
"46337","2322"
"46338","2310"
"46339","2309"
"46340","2292"
"47001","14700614"
"47002","1630"
"47003","1627"
"47004","1607"
"47005","1627"
"47006","1650"
"47007","1637"
"47008","1635"
"47009","6705"
"47010","1620"
"47011","1651"
"47012","1634"
"47013","1620"
"47014","1627"
"47015","1608"
"47016","1610"
"47017","1649"
"47018","1624"
"47019","1611"
"47020","1624"
"47021","1638"
"47022","1612"
"47023","1644"
"47024","1619"
"47025","1609"
"47026","1634"
"47027","14700615"
"47028","1619"
"47029","1646"
"47030","1609"
"47031","14700614"
